# Total Pointers Found: 184105
# Format: Source_Address | Segment | Points_To_Address | Target_Name | Target_Type | Target_Detail
# Pointer size: 8
# Data xref hits: 184105
# Raw pointer hits: 0
------------------------------------------------------------------------------------------------------------------------
100005498 | __text | 1001EBD70 | off_1001EBD70 | data_pointer | data_item_size=8
100007684 | __text | 1001EFCE8 | off_1001EFCE8 | data_pointer | data_item_size=8
1000076A8 | __text | 1001EFCF8 | off_1001EFCF8 | data_pointer | data_item_size=8
1000076C4 | __text | 1001EFD08 | off_1001EFD08 | data_pointer | data_item_size=8
1000076E0 | __text | 1001EFD18 | off_1001EFD18 | data_pointer | data_item_size=8
100007708 | __text | 1001EFD78 | off_1001EFD78 | data_pointer | data_item_size=8
100007724 | __text | 1001EFD88 | off_1001EFD88 | data_pointer | data_item_size=8
100007740 | __text | 1001EFD98 | off_1001EFD98 | data_pointer | data_item_size=8
100007754 | __text | 1001EB694 | dword_1001EB694 | data_pointer | data_item_size=4
100007758 | __text | 1001EB694 | dword_1001EB694 | data_pointer | data_item_size=4
10000775C | __text | 1001EB698 | dword_1001EB698 | data_pointer | data_item_size=4
100007760 | __text | 1001EB698 | dword_1001EB698 | data_pointer | data_item_size=4
1000077AC | __text | 1001EFD48 | off_1001EFD48 | data_pointer | data_item_size=8
1000077C8 | __text | 1001EFD58 | off_1001EFD58 | data_pointer | data_item_size=8
1000077F4 | __text | 1001EFDB8 | off_1001EFDB8 | data_pointer | data_item_size=8
100007810 | __text | 1001EFDC8 | off_1001EFDC8 | data_pointer | data_item_size=8
10000782C | __text | 1001EB69C | dword_1001EB69C | data_pointer | data_item_size=4
100007830 | __text | 1001EB69C | dword_1001EB69C | data_pointer | data_item_size=4
100007834 | __text | 1001EB6A0 | dword_1001EB6A0 | data_pointer | data_item_size=4
100007838 | __text | 1001EB6A0 | dword_1001EB6A0 | data_pointer | data_item_size=4
100007878 | __text | 1001EFD38 | off_1001EFD38 | data_pointer | data_item_size=8
100007894 | __text | 1001EB6A4 | dword_1001EB6A4 | data_pointer | data_item_size=4
100007898 | __text | 1001EB6A4 | dword_1001EB6A4 | data_pointer | data_item_size=4
10000789C | __text | 1001EB6A8 | dword_1001EB6A8 | data_pointer | data_item_size=4
1000078A0 | __text | 1001EB6A8 | dword_1001EB6A8 | data_pointer | data_item_size=4
1000078EC | __text | 1001EFDA8 | off_1001EFDA8 | data_pointer | data_item_size=8
10000791C | __text | 1001EFD68 | off_1001EFD68 | data_pointer | data_item_size=8
100007954 | __text | 1001EFDD8 | off_1001EFDD8 | data_pointer | data_item_size=8
1000079A8 | __text | 1001EFD28 | off_1001EFD28 | data_pointer | data_item_size=8
100007A48 | __text | 1001EB6AC | dword_1001EB6AC | data_pointer | data_item_size=4
100007A4C | __text | 1001EB6AC | dword_1001EB6AC | data_pointer | data_item_size=4
100007A50 | __text | 1001EB6B0 | dword_1001EB6B0 | data_pointer | data_item_size=4
100007A54 | __text | 1001EB6B0 | dword_1001EB6B0 | data_pointer | data_item_size=4
100007A88 | __text | 1001EC460 | off_1001EC460 | data_pointer | data_item_size=8
100007A90 | __text | 1001EFDE8 | off_1001EFDE8 | data_pointer | data_item_size=8
100007A98 | __text | 1001E5B70 | xmmword_1001E5B70 | data_pointer | data_item_size=16
100007AA8 | __text | 100007AA8 | loc_100007AA8 | code_pointer | inside_sub_1000079FC
100007AA8 | __text | 1001EC460 | off_1001EC460 | data_pointer | data_item_size=8
100007AB4 | __text | 100007ABC | loc_100007ABC | code_pointer | inside_sub_1000079FC
100007AB4 | __text | 1001EC468 | off_1001EC468 | data_pointer | data_item_size=8
100007AE0 | __text | 1001EFDF8 | off_1001EFDF8 | data_pointer | data_item_size=8
100007B04 | __text | 1001EFE08 | off_1001EFE08 | data_pointer | data_item_size=8
100007B20 | __text | 1001EFE18 | off_1001EFE18 | data_pointer | data_item_size=8
100007B3C | __text | 1001EFE28 | off_1001EFE28 | data_pointer | data_item_size=8
100007B50 | __text | 1001EB6B4 | dword_1001EB6B4 | data_pointer | data_item_size=4
100007B54 | __text | 1001EB6B4 | dword_1001EB6B4 | data_pointer | data_item_size=4
100007B58 | __text | 1001EB6B8 | dword_1001EB6B8 | data_pointer | data_item_size=4
100007B5C | __text | 1001EB6B8 | dword_1001EB6B8 | data_pointer | data_item_size=4
100007BA0 | __text | 1001E96D8 | selRef_class | data_pointer | data_item_size=8
100007BA4 | __text | 1001E64EC | sel_class | string_pointer | "class"
100007BA4 | __text | 1001E96D8 | selRef_class | data_pointer | data_item_size=8
100007BE0 | __text | 1001E9B90 | selRef_o7fzsNfF: | data_pointer | data_item_size=8
100007BE4 | __text | 1001E70C7 | sel_o7fzsNfF: | string_pointer | "o7fzsNfF:"
100007BE4 | __text | 1001E9B90 | selRef_o7fzsNfF: | data_pointer | data_item_size=8
100007BEC | __text | 1001E8148 | _objc_msgSend_ptr | data_pointer | data_item_size=8
100007BF0 | __text | 1001E8148 | _objc_msgSend_ptr | data_pointer | data_item_size=8
100007BF0 | __text | 1002A59D0 | __imp__objc_msgSend | import_pointer | import_entry
100007C24 | __text | 1001EFE88 | off_1001EFE88 | data_pointer | data_item_size=8
100007C40 | __text | 1001EFE98 | off_1001EFE98 | data_pointer | data_item_size=8
100007C5C | __text | 1001EFEA8 | off_1001EFEA8 | data_pointer | data_item_size=8
100007C90 | __text | 1001EFE58 | off_1001EFE58 | data_pointer | data_item_size=8
100007CAC | __text | 1001EFE68 | off_1001EFE68 | data_pointer | data_item_size=8
100007CD4 | __text | 1001EFEC8 | off_1001EFEC8 | data_pointer | data_item_size=8
100007CF0 | __text | 1001EFED8 | off_1001EFED8 | data_pointer | data_item_size=8
100007D1C | __text | 1001EFE48 | off_1001EFE48 | data_pointer | data_item_size=8
100007D38 | __text | 1001E96D8 | selRef_class | data_pointer | data_item_size=8
100007D3C | __text | 1001E64EC | sel_class | string_pointer | "class"
100007D3C | __text | 1001E96D8 | selRef_class | data_pointer | data_item_size=8
100007D80 | __text | 1001EFEB8 | off_1001EFEB8 | data_pointer | data_item_size=8
100007DC4 | __text | 1001EFE78 | off_1001EFE78 | data_pointer | data_item_size=8
100007E54 | __text | 1001EFEE8 | off_1001EFEE8 | data_pointer | data_item_size=8
100007E84 | __text | 1001E99E0 | selRef_initWithSettings:encryptionKey:f1nqpjT0:X__PPIOS_DOUBLE_OBFUSCATION_GU... | data_pointer | data_item_size=8
100007E88 | __text | 1001E6CE9 | sel_initWithSettings:encryptionKey:f1nqpjT0:X__PPIOS_DOUBLE_OBFUSCATION_GUARD... | string_pointer | "initWithSettings:encryptionKey:f1nqpjT0:X__PPIOS_DOUBLE_OBFUSCATION_GUARD__:h..."
100007E88 | __text | 1001E99E0 | selRef_initWithSettings:encryptionKey:f1nqpjT0:X__PPIOS_DOUBLE_OBFUSCATION_GU... | data_pointer | data_item_size=8
100007EBC | __text | 1001EFE38 | off_1001EFE38 | data_pointer | data_item_size=8
100007FF8 | __text | 1001EC550 | off_1001EC550 | data_pointer | data_item_size=8
100008000 | __text | 100008000 | loc_100008000 | code_pointer | inside_sub_100007F78
100008000 | __text | 1001EC550 | off_1001EC550 | data_pointer | data_item_size=8
10000800C | __text | 100008014 | loc_100008014 | code_pointer | inside_sub_100007F78
10000800C | __text | 1001EC558 | off_1001EC558 | data_pointer | data_item_size=8
100008024 | __text | 1001EFEF8 | off_1001EFEF8 | data_pointer | data_item_size=8
100008048 | __text | 1001EFF08 | off_1001EFF08 | data_pointer | data_item_size=8
100008064 | __text | 1001EFF18 | off_1001EFF18 | data_pointer | data_item_size=8
100008088 | __text | 1001EFF28 | off_1001EFF28 | data_pointer | data_item_size=8
1000080AC | __text | 1001EFF38 | off_1001EFF38 | data_pointer | data_item_size=8
1000080D0 | __text | 1001EFF48 | off_1001EFF48 | data_pointer | data_item_size=8
1000080EC | __text | 1001EFF58 | off_1001EFF58 | data_pointer | data_item_size=8
10000813C | __text | 1001F0218 | off_1001F0218 | data_pointer | data_item_size=8
100008160 | __text | 1001F0228 | off_1001F0228 | data_pointer | data_item_size=8
10000817C | __text | 1001F0238 | off_1001F0238 | data_pointer | data_item_size=8
100008198 | __text | 1001F0248 | off_1001F0248 | data_pointer | data_item_size=8
1000081BC | __text | 1001F0258 | off_1001F0258 | data_pointer | data_item_size=8
1000081D8 | __text | 1001F0268 | off_1001F0268 | data_pointer | data_item_size=8
100008210 | __text | 1001F00A8 | off_1001F00A8 | data_pointer | data_item_size=8
100008234 | __text | 1001F00B8 | off_1001F00B8 | data_pointer | data_item_size=8
100008258 | __text | 1001F00C8 | off_1001F00C8 | data_pointer | data_item_size=8
10000827C | __text | 1001F00D8 | off_1001F00D8 | data_pointer | data_item_size=8
100008298 | __text | 1001F00E8 | off_1001F00E8 | data_pointer | data_item_size=8
1000082B4 | __text | 1001EB70C | dword_1001EB70C | data_pointer | data_item_size=4
1000082B8 | __text | 1001EB70C | dword_1001EB70C | data_pointer | data_item_size=4
1000082BC | __text | 1001EB710 | dword_1001EB710 | data_pointer | data_item_size=4
1000082C0 | __text | 1001EB710 | dword_1001EB710 | data_pointer | data_item_size=4
10000831C | __text | 1001F03B8 | off_1001F03B8 | data_pointer | data_item_size=8
100008338 | __text | 1001F03C8 | off_1001F03C8 | data_pointer | data_item_size=8
10000835C | __text | 1001F03D8 | off_1001F03D8 | data_pointer | data_item_size=8
100008380 | __text | 1001F03E8 | off_1001F03E8 | data_pointer | data_item_size=8
10000839C | __text | 1001F03F8 | off_1001F03F8 | data_pointer | data_item_size=8
1000083D8 | __text | 1001EFFF8 | off_1001EFFF8 | data_pointer | data_item_size=8
1000083FC | __text | 1001F0008 | off_1001F0008 | data_pointer | data_item_size=8
100008420 | __text | 1001F0018 | off_1001F0018 | data_pointer | data_item_size=8
10000843C | __text | 1001F0028 | off_1001F0028 | data_pointer | data_item_size=8
100008478 | __text | 1001F0308 | off_1001F0308 | data_pointer | data_item_size=8
100008494 | __text | 1001F0318 | off_1001F0318 | data_pointer | data_item_size=8
1000084B8 | __text | 1001F0328 | off_1001F0328 | data_pointer | data_item_size=8
1000084D4 | __text | 1001F0338 | off_1001F0338 | data_pointer | data_item_size=8
10000851C | __text | 1001F0168 | off_1001F0168 | data_pointer | data_item_size=8
100008540 | __text | 1001F0178 | off_1001F0178 | data_pointer | data_item_size=8
100008564 | __text | 1001F0188 | off_1001F0188 | data_pointer | data_item_size=8
100008588 | __text | 1001F0198 | off_1001F0198 | data_pointer | data_item_size=8
1000085BC | __text | 1001F0478 | off_1001F0478 | data_pointer | data_item_size=8
1000085E0 | __text | 1001F0488 | off_1001F0488 | data_pointer | data_item_size=8
100008604 | __text | 1001F0498 | off_1001F0498 | data_pointer | data_item_size=8
100008620 | __text | 1001F04A8 | off_1001F04A8 | data_pointer | data_item_size=8
10000866C | __text | 1001EFFA8 | off_1001EFFA8 | data_pointer | data_item_size=8
100008690 | __text | 1001EFFB8 | off_1001EFFB8 | data_pointer | data_item_size=8
1000086AC | __text | 1001EFFC8 | off_1001EFFC8 | data_pointer | data_item_size=8
1000086C8 | __text | 1001EB714 | dword_1001EB714 | data_pointer | data_item_size=4
1000086CC | __text | 1001EB714 | dword_1001EB714 | data_pointer | data_item_size=4
1000086D0 | __text | 1001EB718 | dword_1001EB718 | data_pointer | data_item_size=4
1000086D4 | __text | 1001EB718 | dword_1001EB718 | data_pointer | data_item_size=4
10000874C | __text | 1001E9D28 | selRef_setEngine: | data_pointer | data_item_size=8
100008750 | __text | 1001E749F | sel_setEngine: | string_pointer | "setEngine:"
100008750 | __text | 1001E9D28 | selRef_setEngine: | data_pointer | data_item_size=8
100008758 | __text | 1001E8148 | _objc_msgSend_ptr | data_pointer | data_item_size=8
10000875C | __text | 1001E8148 | _objc_msgSend_ptr | data_pointer | data_item_size=8
10000875C | __text | 1002A59D0 | __imp__objc_msgSend | import_pointer | import_entry
100008794 | __text | 1001F02B8 | off_1001F02B8 | data_pointer | data_item_size=8
1000087B8 | __text | 1001F02C8 | off_1001F02C8 | data_pointer | data_item_size=8
1000087D4 | __text | 1001F02D8 | off_1001F02D8 | data_pointer | data_item_size=8
1000087F0 | __text | 1001EB704 | dword_1001EB704 | data_pointer | data_item_size=4
1000087F4 | __text | 1001EB704 | dword_1001EB704 | data_pointer | data_item_size=4
1000087F8 | __text | 1001EB708 | dword_1001EB708 | data_pointer | data_item_size=4
1000087FC | __text | 1001EB708 | dword_1001EB708 | data_pointer | data_item_size=4
10000881C | __text | 1001E9D40 | selRef_setF7rL4Yvm: | data_pointer | data_item_size=8
100008820 | __text | 1001E74C1 | sel_setF7rL4Yvm: | string_pointer | "setF7rL4Yvm:"
100008820 | __text | 1001E9D40 | selRef_setF7rL4Yvm: | data_pointer | data_item_size=8
10000885C | __text | 1001F0118 | off_1001F0118 | data_pointer | data_item_size=8
100008880 | __text | 1001F0128 | off_1001F0128 | data_pointer | data_item_size=8
10000889C | __text | 1001F0138 | off_1001F0138 | data_pointer | data_item_size=8
1000088EC | __text | 1001F0428 | off_1001F0428 | data_pointer | data_item_size=8
100008910 | __text | 1001F0438 | off_1001F0438 | data_pointer | data_item_size=8
10000892C | __text | 1001F0448 | off_1001F0448 | data_pointer | data_item_size=8
100008948 | __text | 1001EB6FC | dword_1001EB6FC | data_pointer | data_item_size=4
10000894C | __text | 1001EB6FC | dword_1001EB6FC | data_pointer | data_item_size=4
100008950 | __text | 1001EB700 | dword_1001EB700 | data_pointer | data_item_size=4
100008954 | __text | 1001EB700 | dword_1001EB700 | data_pointer | data_item_size=4
1000089B4 | __text | 1001F0058 | off_1001F0058 | data_pointer | data_item_size=8
1000089D8 | __text | 1001F0068 | off_1001F0068 | data_pointer | data_item_size=8
1000089F4 | __text | 1001F0078 | off_1001F0078 | data_pointer | data_item_size=8
100008A10 | __text | 1001EB734 | dword_1001EB734 | data_pointer | data_item_size=4
100008A14 | __text | 1001EB734 | dword_1001EB734 | data_pointer | data_item_size=4
100008A18 | __text | 1001EB738 | dword_1001EB738 | data_pointer | data_item_size=4
100008A1C | __text | 1001EB738 | dword_1001EB738 | data_pointer | data_item_size=4
100008A74 | __text | 1001F0368 | off_1001F0368 | data_pointer | data_item_size=8
100008A98 | __text | 1001F0378 | off_1001F0378 | data_pointer | data_item_size=8
100008AB4 | __text | 1001F0388 | off_1001F0388 | data_pointer | data_item_size=8
100008AD8 | __text | 1001F01C8 | off_1001F01C8 | data_pointer | data_item_size=8
100008AFC | __text | 1001F01D8 | off_1001F01D8 | data_pointer | data_item_size=8
100008B18 | __text | 1001F01E8 | off_1001F01E8 | data_pointer | data_item_size=8
100008B64 | __text | 1001F04D8 | off_1001F04D8 | data_pointer | data_item_size=8
100008B88 | __text | 1001F04E8 | off_1001F04E8 | data_pointer | data_item_size=8
100008BA4 | __text | 1001F04F8 | off_1001F04F8 | data_pointer | data_item_size=8
100008BDC | __text | 1001EFF78 | off_1001EFF78 | data_pointer | data_item_size=8
100008BF8 | __text | 1001EFF88 | off_1001EFF88 | data_pointer | data_item_size=8
100008C14 | __text | 1001E9F70 | classRef_RNCryptorEngine | data_pointer | data_item_size=8
100008C18 | __text | 1001E9F70 | classRef_RNCryptorEngine | data_pointer | data_item_size=8
100008C18 | __text | 1001EA2C8 | _OBJC_CLASS_$_RNCryptorEngine | struct_pointer | struct_data
100008C24 | __text | 1001E9590 | selRef_X__PPIOS_DOUBLE_OBFUSCATION_GUARD__ | data_pointer | data_item_size=8
100008C28 | __text | 1001E618F | sel_X__PPIOS_DOUBLE_OBFUSCATION_GUARD__ | string_pointer | "X__PPIOS_DOUBLE_OBFUSCATION_GUARD__"
100008C28 | __text | 1001E9590 | selRef_X__PPIOS_DOUBLE_OBFUSCATION_GUARD__ | data_pointer | data_item_size=8
100008C44 | __text | 1001E99D0 | selRef_initWithOperation:settings:key:X__PPIOS_DOUBLE_OBFUSCATION_GUARD__:error: | data_pointer | data_item_size=8
100008C48 | __text | 1001E6C85 | sel_initWithOperation:settings:key:X__PPIOS_DOUBLE_OBFUSCATION_GUARD__:error: | string_pointer | "initWithOperation:settings:key:X__PPIOS_DOUBLE_OBFUSCATION_GUARD__:error:"
100008C48 | __text | 1001E99D0 | selRef_initWithOperation:settings:key:X__PPIOS_DOUBLE_OBFUSCATION_GUARD__:error: | data_pointer | data_item_size=8
100008C78 | __text | 1001F0288 | off_1001F0288 | data_pointer | data_item_size=8
100008C94 | __text | 1001F0298 | off_1001F0298 | data_pointer | data_item_size=8
100008CD0 | __text | 1001F0108 | off_1001F0108 | data_pointer | data_item_size=8
100008CEC | __text | 1001F0418 | off_1001F0418 | data_pointer | data_item_size=8
100008D24 | __text | 1001F0048 | off_1001F0048 | data_pointer | data_item_size=8
100008D38 | __text | 1001EB6DC | dword_1001EB6DC | data_pointer | data_item_size=4
100008D3C | __text | 1001EB6DC | dword_1001EB6DC | data_pointer | data_item_size=4
100008D40 | __text | 1001EB6E0 | dword_1001EB6E0 | data_pointer | data_item_size=4
100008D44 | __text | 1001EB6E0 | dword_1001EB6E0 | data_pointer | data_item_size=4
100008DA0 | __text | 1001F0358 | off_1001F0358 | data_pointer | data_item_size=8
100008DD4 | __text | 1001F01B8 | off_1001F01B8 | data_pointer | data_item_size=8
100008E10 | __text | 1001F04C8 | off_1001F04C8 | data_pointer | data_item_size=8
100008E50 | __text | 1001EFFE8 | off_1001EFFE8 | data_pointer | data_item_size=8
100008E64 | __text | 1001EB6C4 | dword_1001EB6C4 | data_pointer | data_item_size=4
100008E68 | __text | 1001EB6C4 | dword_1001EB6C4 | data_pointer | data_item_size=4
100008E6C | __text | 1001EB6C8 | dword_1001EB6C8 | data_pointer | data_item_size=4
100008E70 | __text | 1001EB6C8 | dword_1001EB6C8 | data_pointer | data_item_size=4
100008EF4 | __text | 1001F02F8 | off_1001F02F8 | data_pointer | data_item_size=8
100008F28 | __text | 1001F0158 | off_1001F0158 | data_pointer | data_item_size=8
100008F5C | __text | 1001E9838 | selRef_engine | data_pointer | data_item_size=8
100008F60 | __text | 1001E6892 | sel_engine | string_pointer | "engine"
100008F60 | __text | 1001E9838 | selRef_engine | data_pointer | data_item_size=8
100008F94 | __text | 1001F0468 | off_1001F0468 | data_pointer | data_item_size=8
100008FD8 | __text | 1001EA088 | classRef_q4zfgA4k | data_pointer | data_item_size=8
100008FDC | __text | 1001EA088 | classRef_q4zfgA4k | data_pointer | data_item_size=8
100008FDC | __text | 1001EA118 | _OBJC_CLASS_$_q4zfgA4k | struct_pointer | struct_data
100008FE4 | __text | 1001E99C8 | selRef_initWithHandler: | data_pointer | data_item_size=8
100008FE8 | __text | 1001E6C74 | sel_initWithHandler: | string_pointer | "initWithHandler:"
100008FE8 | __text | 1001E99C8 | selRef_initWithHandler: | data_pointer | data_item_size=8
100008FF0 | __text | 1001E8150 | _objc_msgSendSuper2_ptr | data_pointer | data_item_size=8
100008FF4 | __text | 1001E8150 | _objc_msgSendSuper2_ptr | data_pointer | data_item_size=8
100008FF4 | __text | 1002A59D8 | __imp__objc_msgSendSuper2 | import_pointer | import_entry
10000901C | __text | 1001F0098 | off_1001F0098 | data_pointer | data_item_size=8
100009030 | __text | 1001EB6F4 | dword_1001EB6F4 | data_pointer | data_item_size=4
100009034 | __text | 1001EB6F4 | dword_1001EB6F4 | data_pointer | data_item_size=4
